id,text,flesch_reading_ease_textstat,flesch_kincaid_grade_textstat,gunning_fog_textstat,smog_index_textstat,automated_readability_index_textstat,coleman_liau_index_textstat,linsear_write_formula_textstat,dale_chall_readability_score_textstat,readability_consensus_textstat,bias_label,bias_label_score,cognitive_label,cognitice_label_score
234,"Measurement-induced entanglement and teleportation on a noisy quantum processor Measurement has a special role in quantum theory1: by collapsing the wavefunction, it can enable phenomena such as teleportation2 and thereby alter the ‘arrow of time’ that constrains unitary evolution. When integrated in many-body dynamics, measurements can lead to emergent patterns of quantum information in space–time3,4,5,6,7,8,9,10 that go beyond the established paradigms for characterizing phases, either in or out of equilibrium11,12,13. For present-day noisy intermediate-scale quantum (NISQ) processors14, the experimental realization of such physics can be problematic because of hardware limitations and the stochastic nature of quantum measurement. Here we address these experimental challenges and study measurement-induced quantum information phases on up to 70 superconducting qubits. By leveraging the interchangeability of space and time, we use a duality mapping9,15,16,17 to avoid mid-circuit measurement and access different manifestations of the underlying phases, from entanglement scaling3,4 to measurement-induced teleportation18. We obtain finite-sized signatures of a phase transition with a decoding protocol that correlates the experimental measurement with classical simulation data. The phases display remarkably different sensitivity to noise, and we use this disparity to turn an inherent hardware limitation into a useful diagnostic. Our work demonstrates an approach to realizing measurement-induced physics at scales that are at the limits of current NISQ processors.",10.94,18.3,19.47,18.9,22.5,19.79,19.25,12.31,19.0,BIASED,0.5995520949363708,LABELING,0.39084094762802124
235,"Clinical trial links oncolytic immunoactivation to survival in glioblastoma Immunotherapy failures can result from the highly suppressive tumour microenvironment that characterizes aggressive forms of cancer such as recurrent glioblastoma (rGBM)1,2. Here we report the results of a first-in-human phase I trial in 41 patients with rGBM who were injected with CAN-3110—an oncolytic herpes virus (oHSV)3. In contrast to other clinical oHSVs, CAN-3110 retains the viral neurovirulence ICP34.5 gene transcribed by a nestin promoter; nestin is overexpressed in GBM and other invasive tumours, but not in the adult brain or healthy differentiated tissue4. These modifications confer CAN-3110 with preferential tumour replication. No dose-limiting toxicities were encountered. Positive HSV1 serology was significantly associated with both improved survival and clearance of CAN-3110 from injected tumours. Survival after treatment, particularly in individuals seropositive for HSV1, was significantly associated with (1) changes in tumour/PBMC T cell counts and clonal diversity, (2) peripheral expansion/contraction of specific T cell clonotypes; and (3) tumour transcriptomic signatures of immune activation. These results provide human validation that intralesional oHSV treatment enhances anticancer immune responses even in immunosuppressive tumour microenvironments, particularly in individuals with cognate serology to the injected virus. This provides a biological rationale for use of this oncolytic modality in cancers that are otherwise unresponsive to immunotherapy (ClinicalTrials.gov: NCT03152318).",16.32,16.2,17.35,17.0,20.4,20.07,14.2,12.42,17.0,NEUTRAL,0.571878969669342,LABELING,0.3759414851665497
236,"Targeting myeloid chemotaxis to reverse prostate cancer therapy resistance Inflammation is a hallmark of cancer1. In patients with cancer, peripheral blood myeloid expansion, indicated by a high neutrophil-to-lymphocyte ratio, associates with shorter survival and treatment resistance across malignancies and therapeutic modalities2,3,4,5. Whether myeloid inflammation drives progression of prostate cancer in humans remain unclear. Here we show that inhibition of myeloid chemotaxis can reduce tumour-elicited myeloid inflammation and reverse therapy resistance in a subset of patients with metastatic castration-resistant prostate cancer (CRPC). We show that a higher blood neutrophil-to-lymphocyte ratio reflects tumour myeloid infiltration and tumour expression of senescence-associated mRNA species, including those that encode myeloid-chemoattracting CXCR2 ligands. To determine whether myeloid cells fuel resistance to androgen receptor signalling inhibitors, and whether inhibiting CXCR2 to block myeloid chemotaxis reverses this, we conducted an investigator-initiated, proof-of-concept clinical trial of a CXCR2 inhibitor (AZD5069) plus enzalutamide in patients with metastatic CRPC that is resistant to androgen receptor signalling inhibitors. This combination was well tolerated without dose-limiting toxicity and it decreased circulating neutrophil levels, reduced intratumour CD11b+HLA-DRloCD15+CD14− myeloid cell infiltration and imparted durable clinical benefit with biochemical and radiological responses in a subset of patients with metastatic CRPC. This study provides clinical evidence that senescence-associated myeloid inflammation can fuel metastatic CRPC progression and resistance to androgen receptor blockade. Targeting myeloid chemotaxis merits broader evaluation in other cancers.",4.0,18.9,17.81,18.5,24.5,23.27,15.0,12.02,19.0,NEUTRAL,0.5403609275817871,LABELING,0.3679184913635254
237,"Arenium-ion-catalysed halodealkylation of fully alkylated silanes ‘Organic silicon’ is not found in nature but modern chemistry is hard to imagine without silicon bound to carbon. Although silicon-containing commodity chemicals such as those emerging from the ‘direct process’1,2,3,4 look simple, it is not trivial to selectively prepare aryl-substituted and alkyl-substituted (functionalized) silicon compounds, known as silanes. Chlorosilanes such as Me4−nSiCln (n = 1–3) as well as SiCl4 (n = 4) are common starting points for the synthesis of silicon-containing molecules. Yet these methods often suffer from challenging separation problems5. Conversely, silanes with four alkyl groups are considered synthetic dead ends. Here we introduce an arenium-ion-catalysed halodealkylation that effectively converts Me4Si and related quaternary silanes into a diverse range of functionalized derivatives. The reaction uses an alkyl halide and an arene (co)solvent: the alkyl halide is the halide source that eventually engages in a Friedel–Crafts alkylation with the arene to regenerate the catalyst6, whereas the arenium ion acts as a strong Brønsted acid for the protodealkylation step7. The advantage of the top-down halodealkylation methodology over reported bottom-up procedures is demonstrated, for example, in the synthesis of a silicon drug precursor. Moreover, chemoselective chlorodemethylation of the rather inert Me3Si group attached to an alkyl chain followed by oxidative degradation is shown to be an entry into Tamao–Fleming-type alcohol formation8,9.",30.4,14.9,17.93,17.6,20.1,18.22,14.8,12.64,18.0,NEUTRAL,0.6285553574562073,LABELING,0.4357903301715851
238,"Genotyping, sequencing and analysis of 140,000 adults from Mexico City The Mexico City Prospective Study is a prospective cohort of more than 150,000 adults recruited two decades ago from the urban districts of Coyoacán and Iztapalapa in Mexico City1. Here we generated genotype and exome-sequencing data for all individuals and whole-genome sequencing data for 9,950 selected individuals. We describe high levels of relatedness and substantial heterogeneity in ancestry composition across individuals. Most sequenced individuals had admixed Indigenous American, European and African ancestry, with extensive admixture from Indigenous populations in central, southern and southeastern Mexico. Indigenous Mexican segments of the genome had lower levels of coding variation but an excess of homozygous loss-of-function variants compared with segments of African and European origin. We estimated ancestry-specific allele frequencies at 142 million genomic variants, with an effective sample size of 91,856 for Indigenous Mexican ancestry at exome variants, all available through a public browser. Using whole-genome sequencing, we developed an imputation reference panel that outperforms existing panels at common variants in individuals with high proportions of central, southern and southeastern Indigenous Mexican ancestry. Our work illustrates the value of genetic studies in diverse populations and provides foundational imputation and allele frequency resources for future genetic studies in Mexico and in the United States, where the Hispanic/Latino population is predominantly of Mexican descent.",9.82,18.7,18.45,19.9,22.0,18.92,16.6,11.41,19.0,NEUTRAL,0.5234779119491577,OVERGENERALIZING,0.2955290675163269
239,"Unraveling the functional dark matter through global metagenomics Metagenomes encode an enormous diversity of proteins, reflecting a multiplicity of functions and activities1,2. Exploration of this vast sequence space has been limited to a comparative analysis against reference microbial genomes and protein families derived from those genomes. Here, to examine the scale of yet untapped functional diversity beyond what is currently possible through the lens of reference genomes, we develop a computational approach to generate reference-free protein families from the sequence space in metagenomes. We analyse 26,931 metagenomes and identify 1.17 billion protein sequences longer than 35 amino acids with no similarity to any sequences from 102,491 reference genomes or the Pfam database3. Using massively parallel graph-based clustering, we group these proteins into 106,198 novel sequence clusters with more than 100 members, doubling the number of protein families obtained from the reference genomes clustered using the same approach. We annotate these families on the basis of their taxonomic, habitat, geographical and gene neighbourhood distributions and, where sufficient sequence diversity is available, predict protein three-dimensional models, revealing novel structures. Overall, our results uncover an enormously diverse functional space, highlighting the importance of further exploring the microbial functional dark matter.",21.13,16.4,17.35,17.6,20.7,18.92,15.2,12.15,18.0,BIASED,0.5754154324531555,LABELING,0.2972255349159241
240,"Precipitation regime changes in High Mountain Asia driven by cleaner air High Mountain Asia (HMA) has experienced a spatial imbalance in water resources in recent decades, partly because of a dipolar pattern of precipitation changes known as South Drying–North Wetting1. These changes can be influenced by both human activities and internal climate variability2,3. Although climate projections indicate a future widespread wetting trend over HMA1,4, the timing and mechanism of the transition from a dipolar to a monopolar pattern remain unknown. Here we demonstrate that the observed dipolar precipitation change in HMA during summer is primarily driven by westerly- and monsoon-associated precipitation patterns. The weakening of the Asian westerly jet, caused by the uneven emission of anthropogenic aerosols, favoured a dipolar precipitation trend from 1951 to 2020. Moreover, the phase transition of the Interdecadal Pacific Oscillation induces an out-of-phase precipitation change between the core region of the South Asian monsoon and southeastern HMA. Under medium- or high-emission scenarios, corresponding to a global warming of 0.6–1.1 °C compared with the present, the dipolar pattern is projected to shift to a monopolar wetting trend in the 2040s. This shift in precipitation patterns is mainly attributed to the intensified jet stream resulting from reduced emissions of anthropogenic aerosols. These findings underscore the importance of considering the impact of aerosol emission reduction in future social planning by policymakers.",31.92,14.3,14.48,15.0,17.7,16.71,16.75,11.19,15.0,NEUTRAL,0.6056880950927734,LABELING,0.4796968102455139
241,"Apoptotic stress causes mtDNA release during senescence and drives the SASP Senescent cells drive age-related tissue dysfunction partially through the induction of a chronic senescence-associated secretory phenotype (SASP)1. Mitochondria are major regulators of the SASP; however, the underlying mechanisms have not been elucidated2. Mitochondria are often essential for apoptosis, a cell fate distinct from cellular senescence. During apoptosis, widespread mitochondrial outer membrane permeabilization (MOMP) commits a cell to die3. Here we find that MOMP occurring in a subset of mitochondria is a feature of cellular senescence. This process, called minority MOMP (miMOMP), requires BAX and BAK macropores enabling the release of mitochondrial DNA (mtDNA) into the cytosol. Cytosolic mtDNA in turn activates the cGAS–STING pathway, a major regulator of the SASP. We find that inhibition of MOMP in vivo decreases inflammatory markers and improves healthspan in aged mice. Our results reveal that apoptosis and senescence are regulated by similar mitochondria-dependent mechanisms and that sublethal mitochondrial apoptotic stress is a major driver of the SASP. We provide proof-of-concept that inhibition of miMOMP-induced inflammation may be a therapeutic route to improve healthspan.",27.83,13.9,14.31,15.2,16.6,17.17,12.666666666666666,11.2,14.0,NEUTRAL,0.5228922367095947,LABELING,0.4887722134590149
242,"Mexican Biobank advances population and medical genomics of diverse ancestries Latin America continues to be severely underrepresented in genomics research, and fine-scale genetic histories and complex trait architectures remain hidden owing to insufficient data1. To fill this gap, the Mexican Biobank project genotyped 6,057 individuals from 898 rural and urban localities across all 32 states in Mexico at a resolution of 1.8 million genome-wide markers with linked complex trait and disease information creating a valuable nationwide genotype–phenotype database. Here, using ancestry deconvolution and inference of identity-by-descent segments, we inferred ancestral population sizes across Mesoamerican regions over time, unravelling Indigenous, colonial and postcolonial demographic dynamics2,3,4,5,6. We observed variation in runs of homozygosity among genomic regions with different ancestries reflecting distinct demographic histories and, in turn, different distributions of rare deleterious variants. We conducted genome-wide association studies (GWAS) for 22 complex traits and found that several traits are better predicted using the Mexican Biobank GWAS compared to the UK Biobank GWAS7,8. We identified genetic and environmental factors associating with trait variation, such as the length of the genome in runs of homozygosity as a predictor for body mass index, triglycerides, glucose and height. This study provides insights into the genetic histories of individuals in Mexico and dissects their complex trait architectures, both crucial for making precision and preventive medicine initiatives accessible worldwide.",9.72,18.7,19.55,19.4,22.6,19.44,20.0,12.61,20.0,BIASED,0.8399133682250977,NO DISTORTION,0.3319142460823059
243,"State estimation of a physical system with unknown governing equations State estimation is concerned with reconciling noisy observations of a physical system with the mathematical model believed to predict its behaviour for the purpose of inferring unmeasurable states and denoising measurable ones1,2. Traditional state-estimation techniques rely on strong assumptions about the form of uncertainty in mathematical models, typically that it manifests as an additive stochastic perturbation or is parametric in nature3. Here we present a reparametrization trick for stochastic variational inference with Markov Gaussian processes that enables an approximate Bayesian approach for state estimation in which the equations governing how the system evolves over time are partially or completely unknown. In contrast to classical state-estimation techniques, our method learns the missing terms in the mathematical model and a state estimate simultaneously from an approximate Bayesian perspective. This development enables the application of state-estimation methods to problems that have so far proved to be beyond reach. Finally, although we focus on state estimation, the advancements to stochastic variational inference made here are applicable to a broader class of problems in machine learning.",15.44,18.6,19.59,19.6,22.7,18.63,27.0,10.98,19.0,NEUTRAL,0.5394112467765808,LABELING,0.49945491552352905
244,"Learning from prepandemic data to forecast viral escape Effective pandemic preparedness relies on anticipating viral mutations that are able to evade host immune responses to facilitate vaccine and therapeutic design. However, current strategies for viral evolution prediction are not available early in a pandemic—experimental approaches require host polyclonal antibodies to test against1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16, and existing computational methods draw heavily from current strain prevalence to make reliable predictions of variants of concern17,18,19. To address this, we developed EVEscape, a generalizable modular framework that combines fitness predictions from a deep learning model of historical sequences with biophysical and structural information. EVEscape quantifies the viral escape potential of mutations at scale and has the advantage of being applicable before surveillance sequencing, experimental scans or three-dimensional structures of antibody complexes are available. We demonstrate that EVEscape, trained on sequences available before 2020, is as accurate as high-throughput experimental scans at anticipating pandemic variation for SARS-CoV-2 and is generalizable to other viruses including influenza, HIV and understudied viruses with pandemic potential such as Lassa and Nipah. We provide continually revised escape scores for all current strains of SARS-CoV-2 and predict probable further mutations to forecast emerging strains as a tool for continuing vaccine development (evescape.org).",3.94,21.0,22.12,20.6,26.7,20.9,19.75,13.77,21.0,NEUTRAL,0.6716827750205994,OVERGENERALIZING,0.3337503969669342
245,"High-fidelity gates and mid-circuit erasure conversion in an atomic qubit The development of scalable, high-fidelity qubits is a key challenge in quantum information science. Neutral atom qubits have progressed rapidly in recent years, demonstrating programmable processors1,2 and quantum simulators with scaling to hundreds of atoms3,4. Exploring new atomic species, such as alkaline earth atoms5,6,7, or combining multiple species8 can provide new paths to improving coherence, control and scalability. For example, for eventual application in quantum error correction, it is advantageous to realize qubits with structured error models, such as biased Pauli errors9 or conversion of errors into detectable erasures10. Here we demonstrate a new neutral atom qubit using the nuclear spin of a long-lived metastable state in 171Yb. The long coherence time and fast excitation to the Rydberg state allow one- and two-qubit gates with fidelities of 0.9990(1) and 0.980(1), respectively. Importantly, a large fraction of all gate errors result in decays out of the qubit subspace to the ground state. By performing fast, mid-circuit detection of these errors, we convert them into erasure errors; during detection, the induced error probability on qubits remaining in the computational space is less than 10−5. This work establishes metastable 171Yb as a promising platform for realizing fault-tolerant quantum computing.",42.11,12.5,15.04,14.7,16.6,15.66,18.5,11.71,15.0,BIASED,0.5208198428153992,LABELING,0.422606885433197
246,"Ultra-fast deep-learned CNS tumour classification during surgery Central nervous system tumours represent one of the most lethal cancer types, particularly among children1. Primary treatment includes neurosurgical resection of the tumour, in which a delicate balance must be struck between maximizing the extent of resection and minimizing risk of neurological damage and comorbidity2,3. However, surgeons have limited knowledge of the precise tumour type prior to surgery. Current standard practice relies on preoperative imaging and intraoperative histological analysis, but these are not always conclusive and occasionally wrong. Using rapid nanopore sequencing, a sparse methylation profile can be obtained during surgery4. Here we developed Sturgeon, a patient-agnostic transfer-learned neural network, to enable molecular subclassification of central nervous system tumours based on such sparse profiles. Sturgeon delivered an accurate diagnosis within 40 minutes after starting sequencing in 45 out of 50 retrospectively sequenced samples (abstaining from diagnosis of the other 5 samples). Furthermore, we demonstrated its applicability in real time during 25 surgeries, achieving a diagnostic turnaround time of less than 90 min. Of these, 18 (72%) diagnoses were correct and 7 did not reach the required confidence threshold. We conclude that machine-learned diagnosis based on low-cost intraoperative sequencing can assist neurosurgical decision-making, potentially preventing neurological comorbidity and avoiding additional surgeries.",16.62,16.1,16.01,16.2,19.4,19.32,14.6,12.83,16.0,NEUTRAL,0.6423008441925049,LABELING,0.3580387234687805
247,"Erasure conversion in a high-fidelity Rydberg quantum simulator Minimizing and understanding errors is critical for quantum science, both in noisy intermediate scale quantum (NISQ) devices1 and for the quest towards fault-tolerant quantum computation2,3. Rydberg arrays have emerged as a prominent platform in this context4 with impressive system sizes5,6 and proposals suggesting how error-correction thresholds could be significantly improved by detecting leakage errors with single-atom resolution7,8, a form of erasure error conversion9,10,11,12. However, two-qubit entanglement fidelities in Rydberg atom arrays13,14 have lagged behind competitors15,16 and this type of erasure conversion is yet to be realized for matter-based qubits in general. Here we demonstrate both erasure conversion and high-fidelity Bell state generation using a Rydberg quantum simulator5,6,17,18. When excising data with erasure errors observed via fast imaging of alkaline-earth atoms19,20,21,22, we achieve a Bell state fidelity of \(\ge 0.997{1}_{-13}^{+10}\), which improves to \(\ge 0.998{5}_{-12}^{+7}\) when correcting for remaining state-preparation errors. We further apply erasure conversion in a quantum simulation experiment for quasi-adiabatic preparation of long-range order across a quantum phase transition, and reveal the otherwise hidden impact of these errors on the simulation outcome. Our work demonstrates the capability for Rydberg-based entanglement to reach fidelities in the 0.999 regime, with higher fidelities a question of technical improvements, and shows how erasure conversion can be utilized in NISQ devices. These techniques could be translated directly to quantum-error-correction codes with the addition of long-lived qubits7,22,23,24.",24.78,15.0,15.33,16.1,20.2,18.97,25.666666666666668,12.54,15.0,NEUTRAL,0.5114566683769226,LABELING,0.29178568720817566
248,"Structures illustrate step-by-step mitochondrial transcription initiation Transcription initiation is a key regulatory step in gene expression during which RNA polymerase (RNAP) initiates RNA synthesis de novo, and the synthesized RNA at a specific length triggers the transition to the elongation phase. Mitochondria recruit a single-subunit RNAP and one or two auxiliary factors to initiate transcription. Previous studies have revealed the molecular architectures of yeast1 and human2 mitochondrial RNAP initiation complexes (ICs). Here we provide a comprehensive, stepwise mechanism of transcription initiation by solving high-resolution cryogenic electron microscopy (cryo-EM) structures of yeast mitochondrial RNAP and the transcription factor Mtf1 catalysing two- to eight-nucleotide RNA synthesis at single-nucleotide addition steps. The growing RNA–DNA is accommodated in the polymerase cleft by template scrunching and non-template reorganization, creating stressed intermediates. During early initiation, non-template strand scrunching and unscrunching destabilize the short two- and three-nucleotide RNAs, triggering abortive synthesis. Subsequently, the non-template reorganizes into a base-stacked staircase-like structure supporting processive five- to eight-nucleotide RNA synthesis. The expanded non-template staircase and highly scrunched template in IC8 destabilize the promoter interactions with Mtf1 to facilitate initiation bubble collapse and promoter escape for the transition from initiation to the elongation complex (EC). The series of transcription initiation steps, each guided by the interplay of multiple structural components, reveal a finely tuned mechanism for potential regulatory control.",4.61,18.6,17.57,19.6,23.2,21.93,20.5,12.01,19.0,NEUTRAL,0.5814898610115051,LABELING,0.36337408423423767
249,"Doping of molecular semiconductors through proton-coupled electron transfer The chemical doping of molecular semiconductors is based on electron-transfer reactions between the semiconductor and dopant molecules; here, the redox potential of the dopant is key to control the Fermi level of the semiconductor1,2. The tunability and reproducibility of chemical doping are limited by the availability of dopant materials and the effects of impurities such as water. Here we focused on proton-coupled electron-transfer (PCET) reactions, which are widely used in biochemical processes3,4; their redox potentials depend on an easily handled parameter, that is, proton activity. We immersed p-type organic semiconductor thin films in aqueous solutions with PCET-based redox pairs and hydrophobic molecular ions. Synergistic reactions of PCET and ion intercalation resulted in efficient chemical doping of crystalline organic semiconductor thin films under ambient conditions. In accordance with the Nernst equation, the Fermi levels of the semiconductors were controlled reproducibly with a high degree of precision—a thermal energy of about 25 millielectronvolts at room temperature and over a few hundred millielectronvolts around the band edge. A reference-electrode-free, resistive pH sensor based on this method is also proposed. A connection between semiconductor doping and proton activity, a widely used parameter in chemical and biochemical processes, may help create a platform for ambient semiconductor processes and biomolecular electronics.",10.64,18.4,18.34,19.4,21.4,18.45,20.0,10.89,19.0,NEUTRAL,0.662238359451294,NO DISTORTION,0.5244552493095398
250,"Design and testing of a humanized porcine donor for xenotransplantation Recent human decedent model studies1,2 and compassionate xenograft use3 have explored the promise of porcine organs for human transplantation. To proceed to human studies, a clinically ready porcine donor must be engineered and its xenograft successfully tested in nonhuman primates. Here we describe the design, creation and long-term life-supporting function of kidney grafts from a genetically engineered porcine donor transplanted into a cynomolgus monkey model. The porcine donor was engineered to carry 69 genomic edits, eliminating glycan antigens, overexpressing human transgenes and inactivating porcine endogenous retroviruses. In vitro functional analyses showed that the edited kidney endothelial cells modulated inflammation to an extent that was indistinguishable from that of human endothelial cells, suggesting that these edited cells acquired a high level of human immune compatibility. When transplanted into cynomolgus monkeys, the kidneys with three glycan antigen knockouts alone experienced poor graft survival, whereas those with glycan antigen knockouts and human transgene expression demonstrated significantly longer survival time, suggesting the benefit of human transgene expression in vivo. These results show that preclinical studies of renal xenotransplantation could be successfully conducted in nonhuman primates and bring us closer to clinical trials of genetically engineered porcine renal grafts.",16.56,18.2,17.91,17.3,23.2,19.79,14.0,11.43,18.0,BIASED,0.7655656933784485,LABELING,0.5819755792617798
251,"Flexible circuit mechanisms for context-dependent song sequencing Sequenced behaviours, including locomotion, reaching and vocalization, are patterned differently in different contexts, enabling animals to adjust to their environments. How contextual information shapes neural activity to flexibly alter the patterning of actions is not fully understood. Previous work has indicated that this could be achieved via parallel motor circuits, with differing sensitivities to context1,2. Here we demonstrate that a single pathway operates in two regimes dependent on recent sensory history. We leverage the Drosophila song production system3 to investigate the role of several neuron types4,5,6,7 in song patterning near versus far from the female fly. Male flies sing ‘simple’ trains of only one mode far from the female fly but complex song sequences comprising alternations between modes when near her. We find that ventral nerve cord (VNC) circuits are shaped by mutual inhibition and rebound excitability8 between nodes driving the two song modes. Brief sensory input to a direct brain-to-VNC excitatory pathway drives simple song far from the female, whereas prolonged input enables complex song production via simultaneous recruitment of functional disinhibition of VNC circuitry. Thus, female proximity unlocks motor circuit dynamics in the correct context. We construct a compact circuit model to demonstrate that the identified mechanisms suffice to replicate natural song dynamics. These results highlight how canonical circuit motifs8,9 can be combined to enable circuit flexibility required for dynamic communication.",24.88,15.0,16.53,16.0,17.6,17.17,16.4,12.16,17.0,NEUTRAL,0.505395770072937,NO DISTORTION,0.37574028968811035
252,"High-fidelity parallel entangling gates on a neutral-atom quantum computer The ability to perform entangling quantum operations with low error rates in a scalable fashion is a central element of useful quantum information processing1. Neutral-atom arrays have recently emerged as a promising quantum computing platform, featuring coherent control over hundreds of qubits2,3 and any-to-any gate connectivity in a flexible, dynamically reconfigurable architecture4. The main outstanding challenge has been to reduce errors in entangling operations mediated through Rydberg interactions5. Here we report the realization of two-qubit entangling gates with 99.5% fidelity on up to 60 atoms in parallel, surpassing the surface-code threshold for error correction6,7. Our method uses fast, single-pulse gates based on optimal control8, atomic dark states to reduce scattering9 and improvements to Rydberg excitation and atom cooling. We benchmark fidelity using several methods based on repeated gate applications10,11, characterize the physical error sources and outline future improvements. Finally, we generalize our method to design entangling gates involving a higher number of qubits, which we demonstrate by realizing low-error three-qubit gates12,13. By enabling high-fidelity operation in a scalable, highly connected system, these advances lay the groundwork for large-scale implementation of quantum algorithms14, error-corrected circuits7 and digital simulations15.",15.51,16.5,17.5,17.5,20.1,19.32,16.0,12.53,18.0,BIASED,0.7092404365539551,LABELING,0.33900803327560425
253,"A planetary collision afterglow and transit of the resultant debris cloud Planets grow in rotating disks of dust and gas around forming stars, some of which can subsequently collide in giant impacts after the gas component is removed from the disk1,2,3. Monitoring programmes with the warm Spitzer mission have recorded substantial and rapid changes in mid-infrared output for several stars, interpreted as variations in the surface area of warm, dusty material ejected by planetary-scale collisions and heated by the central star: for example, NGC 2354–ID8 (refs. 4,5), HD 166191 (ref. 6) and V488 Persei7. Here we report combined observations of the young (about 300 million years old), solar-like star ASASSN-21qj: an infrared brightening consistent with a blackbody temperature of 1,000 Kelvin and a luminosity that is 4 percent that of the star lasting for about 1,000 days, partially overlapping in time with a complex and deep, wavelength-dependent optical eclipse that lasted for about 500 days. The optical eclipse started 2.5 years after the infrared brightening, implying an orbital period of at least that duration. These observations are consistent with a collision between two exoplanets of several to tens of Earth masses at 2–16 astronomical units from the central star. Such an impact produces a hot, highly extended post-impact remnant with sufficient luminosity to explain the infrared observations. Transit of the impact debris, sheared by orbital motion into a long cloud, causes the subsequent complex eclipse of the host star.",47.22,12.6,14.75,15.0,16.4,13.81,13.6,11.43,15.0,BIASED,0.5766400098800659,LABELING,0.4807720482349396
254,"An extra-erythrocyte role of haemoglobin body in chondrocyte hypoxia adaption Although haemoglobin is a known carrier of oxygen in erythrocytes that functions to transport oxygen over a long range, its physiological roles outside erythrocytes are largely elusive1,2. Here we found that chondrocytes produced massive amounts of haemoglobin to form eosin-positive bodies in their cytoplasm. The haemoglobin body (Hedy) is a membraneless condensate characterized by phase separation. Production of haemoglobin in chondrocytes is controlled by hypoxia and is dependent on KLF1 rather than the HIF1/2α pathway. Deletion of haemoglobin in chondrocytes leads to Hedy loss along with severe hypoxia, enhanced glycolysis and extensive cell death in the centre of cartilaginous tissue, which is attributed to the loss of the Hedy-controlled oxygen supply under hypoxic conditions. These results demonstrate an extra-erythrocyte role of haemoglobin in chondrocytes, and uncover a heretofore unrecognized mechanism in which chondrocytes survive a hypoxic environment through Hedy.",37.84,14.1,16.63,16.9,20.0,18.11,14.2,11.12,17.0,NEUTRAL,0.566110372543335,LABELING,0.46094971895217896
255,"Global evidence of rapid urban growth in flood zones since 1985 Disaster losses are increasing and evidence is mounting that climate change is driving up the probability of extreme natural shocks1,2,3. Yet it has also proved politically expedient to invoke climate change as an exogenous force that supposedly places disasters beyond the influence of local and national authorities4,5. However, locally determined patterns of urbanization and spatial development are key factors to the exposure and vulnerability of people to climatic shocks6. Using high-resolution annual data, this study shows that, since 1985, human settlements around the world—from villages to megacities—have expanded continuously and rapidly into present-day flood zones. In many regions, growth in the most hazardous flood zones is outpacing growth in non-exposed zones by a large margin, particularly in East Asia, where high-hazard settlements have expanded 60% faster than flood-safe settlements. These results provide systematic evidence of a divergence in the exposure of countries to flood hazards. Instead of adapting their exposure, many countries continue to actively amplify their exposure to increasingly frequent climatic shocks.",20.82,16.5,17.78,17.8,19.2,16.89,19.5,12.13,17.0,BIASED,0.7292265892028809,LABELING,0.2572248876094818
256,"Rock organic carbon oxidation CO2 release offsets silicate weathering sink Mountain uplift and erosion have regulated the balance of carbon between Earth’s interior and atmosphere, where prior focus has been placed on the role of silicate mineral weathering in CO2 drawdown and its contribution to the stability of Earth’s climate in a habitable state1,2,3,4,5. However, weathering can also release CO2 as rock organic carbon (OCpetro) is oxidized at the near surface6,7; this important geological CO2 flux has remained poorly constrained3,8. We use the trace element rhenium in combination with a spatial extrapolation model to quantify this flux across global river catchments3,9. We find a CO2 release of \({68}_{-6}^{+18}\) megatons of carbon annually from weathering of OCpetro in near-surface rocks, rivalling or even exceeding the CO2 drawdown by silicate weathering at the global scale10. Hotspots of CO2 release are found in mountain ranges with high uplift rates exposing fine-grained sedimentary rock, such as the eastern Himalayas, the Rocky Mountains and the Andes. Our results demonstrate that OCpetro is far from inert and causes weathering in regions to be net sources or sinks of CO2. This raises questions, not yet fully studied, as to how erosion and weathering drive the long-term carbon cycle and contribute to the fine balance of carbon fluxes between the atmosphere, biosphere and lithosphere2,11.",31.65,16.5,16.62,16.1,20.3,14.52,24.666666666666668,11.38,17.0,BIASED,0.5208566188812256,LABELING,0.42426812648773193
257,"Assembly theory explains and quantifies selection and evolution Scientists have grappled with reconciling biological evolution1,2 with the immutable laws of the Universe defined by physics. These laws underpin life’s origin, evolution and the development of human culture and technology, yet they do not predict the emergence of these phenomena. Evolutionary theory explains why some things exist and others do not through the lens of selection. To comprehend how diverse, open-ended forms can emerge from physics without an inherent design blueprint, a new approach to understanding and quantifying selection is necessary3,4,5. We present assembly theory (AT) as a framework that does not alter the laws of physics, but redefines the concept of an ‘object’ on which these laws act. AT conceptualizes objects not as point particles, but as entities defined by their possible formation histories. This allows objects to show evidence of selection, within well-defined boundaries of individuals or selected units. We introduce a measure called assembly (A), capturing the degree of causation required to produce a given ensemble of objects. This approach enables us to incorporate novelty generation and selection into the physics of complex objects. It explains how these objects can be characterized through a forward dynamical process considering their assembly. By reimagining the concept of matter within assembly spaces, AT provides a powerful interface between physics and biology. It discloses a new aspect of physics emerging at the chemical scale, whereby history and causal contingency influence what exists.",34.26,13.5,15.5,15.9,15.6,15.2,15.2,10.94,16.0,BIASED,0.7005186080932617,LABELING,0.4520188271999359
